treatment_code,description,list_price,last_changed,months_held,confidence,tier,share_pct,charges_in_run,alt1_price,alt1_count,alt2_price,alt2_count,drifting,drift_price,drift_months,uses_365d,revenue_365d
MEDI 44,"MCRC K9 Urinary So 3 kg",30.1,2019-02-01,2,49,LOW,34.5,281,31.5,63,32.4,35,false,,0,0,0
K4,"Canine Hills  Z/D Ultra  17.6 Lbs",84.78,2019-02-01,1,57,MEDIUM,75,8,84.2,1,88.17,1,false,,0,0,0
TREA1,"Hypoallergenic Treats  Dogs 12 Oz",6.67,2019-02-01,1,52,MEDIUM,46.8,111,6.94,36,6,9,false,,0,0,0
VACC7,"Puppy 3 (da2ppv)",81,2019-02-01,2,47,LOW,30.9,204,77,30,78,30,false,,0,0,0
DRONTAL2,"Drontal Plus 68 mg tablet",40.55,2019-02-01,1,35,LOW,16.3,840,34.84,109,46.26,69,true,46.26,1,0,0
VACCF,"Kitten  (fvrcp + Chlamydia)",78,2019-02-01,1,40,LOW,25.4,67,81,15,77,13,false,,0,0,0
CHA,"Charcadote  Sorbitol/ Treatment",32,2019-02-01,1,45,LOW,39.4,33,36,13,59,3,false,,0,0,0
0026A,"Rescue K9 Neuter  15-25 Kg",169,2019-02-01,1,56,MEDIUM,55.8,43,160,8,166,6,false,,0,0,0
SCARS10,"Rescue Pain Medication",15,2019-02-01,1,61,MEDIUM,63.3,229,9,25,10,22,false,,0,0,0
SCARS11,"Rescue E-Collar",10,2019-02-01,1,59,MEDIUM,60.8,176,8,32,7.5,24,false,,0,0,0
HYCO,"Hycodan 5 Mg Tabs",39.35,2019-02-01,1,32,LOW,11.8,169,41,14,45.45,14,false,,0,0,0
019565,"Theophylline  Tab 100mg",15,2019-02-01,1,34,LOW,23.8,21,35,3,38,3,false,,0,0,0
CLAVA 3,"Clavaseptin 500 Mg Chewable Tablets",55,2019-02-01,1,39,LOW,25.6,43,73,4,43,3,false,,0,0,0
PE7,"Pediatric Canine Spay  15-25  Kg",299,2019-02-01,1,37,LOW,37.5,8,279,2,290,2,false,,0,0,0
U2,"Canine Hills Healthy Advantage Large B P",26.59,2019-02-01,1,54,MEDIUM,61.1,18,27.65,3,26.01,1,false,,0,0,0
1014,"Rabies  Canine/Feline 3  Years",72,2019-02-01,1,42,LOW,31.7,41,75,10,71,7,false,,0,0,0
INTERCE,"Interceptor Yellow 11.5 Mg Tb.",11,2019-02-01,1,44,LOW,33.3,99,10,14,16.75,14,false,,0,0,0
125222A,"Revolution Dog 2.6-5 kg (purple)box of 6",91.5,2019-02-01,1,53,MEDIUM,66.7,9,91.28,2,89.32,1,false,,0,0,0
119316,"Hills K9 w/d 17.6lbs",73,2019-03-01,5,58,MEDIUM,50,6,67.78,3,,0,false,,0,0,0
ANEXX,"Physical  Exam for Immunization",80,2023-05-01,21,93,HIGH,86.5,717,48,74,68,10,false,,0,0,0
408,"Oral Timed Surgery /10 Min",108.8,2023-05-01,6,50,MEDIUM,28.6,7,652.8,2,108,1,true,435.2,1,0,0
101,"Anesthesia - Gas Maintenance Per 30 Min",178,2023-05-01,10,57,MEDIUM,36.4,11,44.5,3,89,1,true,133.5,1,0,0
011051,"Metronidazole Tab 250mg Gnr",15,2019-02-01,1,39,LOW,23.5,187,17.6,16,16.4,9,false,,0,0,0
FORTIFLO,"Fortiflora Canine/ Sachet",31.2,2019-02-01,1,46,LOW,37.2,137,7.28,15,7,10,false,,0,0,0
MEDI 132,"Medi-Cal Rc Feline Reduced Protein Cans",38.4,2019-02-01,1,33,LOW,13.4,112,47.04,11,4.36,5,false,,0,0,0
P1,"Canine Hills Cd 8.5 Lbs",23.29,2019-02-01,1,40,LOW,38.5,13,24.22,4,23.13,2,false,,0,0,0
P4,"Canine  Hills Cd Can 370g",2.46,2019-02-01,1,36,LOW,40,5,28.44,1,28.32,1,false,,0,0,0
117909,"Canine Hills d/d Salmon 27.5 lbs",105,2019-02-01,1,51,MEDIUM,55.6,18,109.26,6,98.83,1,false,,0,0,0
FASP,"DENTAL-CLEANING PACKAGE( FASP)",450,2019-02-01,1,66,MEDIUM,73.1,186,375,45,175,3,false,,0,0,0
125225 A,"Revolution Dog 20.1-40kg (teal) box of 6",121.05,2019-02-01,1,47,LOW,43.3,30,126.08,6,100.12,2,true,88.55,1,0,0
INTERC,"Interceptor Green 5.75mg Tb.",8,2019-02-01,1,50,MEDIUM,43.3,104,7.5,36,7.8,7,false,,0,0,0
T760A,"Urinalysis (no Collection)",95.7,2019-10-01,4,54,MEDIUM,50,6,32,1,128.9,1,false,,0,0,0
PRAZ,"Novo-Prazin (prazosin)",8,2019-02-01,1,30,LOW,25,8,13.9,2,12.5,2,false,,0,0,0
CLAVA,"Clavaseptin  50 Mg",20,2019-02-01,1,39,LOW,24.3,181,23,20,23.92,10,false,,0,0,0
NOVO4,"Novo-Lexin 250mg",22,2019-02-01,1,31,LOW,9.2,131,35.94,12,22.4,10,false,,0,0,0
E-COLLAR,"E-Collar #15",8,2019-02-01,1,56,MEDIUM,55.1,49,9.35,20,8.32,2,false,,0,0,0
AXCAN,"Sulcrate Susp.",14.88,2019-02-01,1,30,LOW,8,100,21,8,34.5,7,false,,0,0,0
CERE1,"Cerenia 24 Mg Tablet",17,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
NOVAMO,"Novamoxin 250mg/5 Ml   150 Ml Bottle",20,2019-02-01,1,37,LOW,50,2,27,1,,0,false,,0,0,0
G3,"Canine Hills Id Can 370g",36,2019-02-01,1,36,LOW,18.8,48,38.88,8,12.48,4,false,,0,0,0
MEDI 67,"Medi-Cal Canine Rc Gastro Formula Can 39",13.5,2019-02-01,1,42,LOW,36,25,27,5,9,2,false,,0,0,0
CLA,"Clavaseptin 250 Mg",36.8,2019-02-01,1,38,LOW,22.5,178,37.78,28,30,16,false,,0,0,0
E-COL 2,"E-Collar # 25",14,2019-02-01,1,52,MEDIUM,47.2,89,12,25,12.48,9,false,,0,0,0
K2,"Canine Hills  Z/D Ultra  25 Lbs",121.75,2019-02-01,1,56,MEDIUM,63.6,22,111.09,4,117.07,3,false,,0,0,0
CONV1,"Convenia/ ml  For Pets Less Then 10 kg",45,2019-02-01,1,30,LOW,6.8,600,37.5,40,30,30,false,,0,0,0
TRAMADOL,"Tramadol 10 mg",38.4,2019-02-01,1,37,LOW,19.7,61,31.8,10,37.8,6,false,,0,0,0
0033,"Orthopaedic Surgical Fee Per 10 Minutes",570,2019-02-01,1,31,LOW,15.4,26,450,3,760,3,false,,0,0,0
TOTT4,"Total  T4 & SDMA (In Clinic)",40,2022-04-01,3,84,HIGH,92.9,42,70.9,2,20,1,true,64.2,2,0,0
112650,"Hills K9 i/d w/ Turkey 370g (RED)",25.5,2019-04-01,5,39,LOW,16.7,6,3.04,1,51,1,false,,0,0,0
111298,"Hills K9 d/d Duck - 8lbs",48.99,2021-06-01,15,72,MEDIUM,57.9,19,65,4,60.98,2,false,,0,0,0
PARVO,"Parvo  Snap Test Kit",35.82,2024-01-01,3,70,MEDIUM,85.7,7,59.7,1,,0,true,59.7,2,0,0
RIMADYL2,"Rimadyl 100 Mg Chewable",31.2,2019-02-01,1,40,LOW,26.5,102,62.4,10,40,8,false,,0,0,0
FEL46,"Feline Hills c/d Chicken 156 G",48.24,2019-02-01,1,33,LOW,12.6,317,48.96,23,46.8,18,false,,0,0,0
PILL 5,"Pill Pockets K9 Chicken 3.2 oz",7.28,2019-02-01,1,37,LOW,20.8,48,6.4,8,8.04,7,false,,0,0,0
OPTH5,"Bnp- H   Ointment",22,2019-02-01,1,53,MEDIUM,52.8,36,22.6,7,22.99,5,false,,0,0,0
MEDI 106,"MCRC Feline Adult 4.5 kg",46,2019-02-01,1,37,LOW,25.9,27,48.3,7,66.46,3,false,,0,0,0
ANEXA,"Brief Exam (1 Organ/System)",50,2023-06-01,17,98,HIGH,96.1,51,40,2,,0,false,,0,0,0
MED72,"MCRC Feline Urinary SO 85 g",45.12,2019-02-01,1,32,LOW,11.6,147,39.6,14,43.68,14,false,,0,0,0
FEL36,"Feline Hills Rd 4 Lb",24.91,2019-02-01,1,42,LOW,32.4,37,31.99,8,23.64,4,false,,0,0,0
PILL 4,"Pill Pockets  Feline Salmon-1.6 Oz",5.99,2019-02-01,1,41,LOW,27.1,59,5.7,15,6.23,7,false,,0,0,0
125223A,"Revolution Dog 5.1-10 kg(brown)box of 6",99.76,2019-02-01,3,55,MEDIUM,50,18,95.78,5,102.16,2,false,,0,0,0
125016,"Drontal Plus 22.7mg tablets",37.56,2019-03-01,4,44,LOW,27.3,11,20.78,2,31.93,2,false,,0,0,0
CAT,"Cat Toy Small",2.08,2019-02-01,1,44,LOW,35,40,2,9,4,8,false,,0,0,0
BOHR,"Metacam Orally/Ml (clinic )",9.45,2019-02-01,1,28,LOW,4,174,15,6,6.8,5,false,,0,0,0
TOB,"Tobrex  0.3 %",19,2019-02-01,1,44,LOW,32.7,49,19.76,13,24.6,7,false,,0,0,0
FEL47,"Feline Hills c/d Seafood 156 G",48.24,2019-02-01,1,31,LOW,10,299,46.8,25,44.88,22,false,,0,0,0
MED1O,"Med K9 Gastro Intestinal Fibre Responsiv",33.8,2019-02-01,1,41,LOW,40,15,35.7,3,37.45,3,false,,0,0,0
1009,"Adult Feline FVRCP + Chlamidia",81,2019-02-01,2,44,LOW,26.4,368,30,80,84,59,false,,0,0,0
TRA,"Tramadol 20 Mg",42,2019-02-01,1,32,LOW,11.8,102,22,10,30.4,10,false,,0,0,0
TREA5,"Medi-Treats Canine 900g",11.69,2019-02-01,1,53,MEDIUM,54.8,31,12.22,4,12.16,3,false,,0,0,0
MEDI 22,"Medi-Cal Canine  Hypoallrgenig Hp 3.5 Kg",42,2019-02-01,1,43,LOW,34.2,38,36.3,6,41.05,6,false,,0,0,0
OPTIX,"L-Lysine Chews (optixcare) 60 Chews",23.25,2019-02-01,1,47,LOW,38.3,47,25.39,14,24.18,10,false,,0,0,0
E-COL 3,"E-Collar # 15",8,2019-02-01,1,61,MEDIUM,63.8,105,9,19,7,9,false,,0,0,0
S2,"Canine Hills Rd 17.6 Lbs",61.74,2019-02-01,1,68,MEDIUM,100,4,,0,,0,false,,0,0,0
FEL37,"Feline Hills Rd 8.5 Lb",47.82,2019-02-01,1,53,MEDIUM,50,50,45.39,11,57.6,7,false,,0,0,0
V4,"Feline Hills Healthy  Advantage Adult 1.",16.75,2019-02-01,1,46,LOW,50,12,10.55,2,17.42,2,false,,0,0,0
MEDI 42,"Medi-Cal Canine Preventive 15 Kg",64.54,2019-02-01,1,27,LOW,25,4,67.76,1,54.93,1,false,,0,0,0
001422,"Bandage  And  Splint (minor)",61.36,2019-02-01,1,43,LOW,41.2,17,59,4,58,2,false,,0,0,0
PILL 2,"Pill Pockets Dog Beef/Chicken Flavor-3.2",7.66,2019-02-01,1,40,LOW,26,104,7.37,25,6.4,13,false,,0,0,0
FEL23,"Feline Hills Cd Multicare 4lb",18.26,2019-02-01,1,42,LOW,28.6,91,18.99,20,22.4,19,false,,0,0,0
MED 201,"MCRC Feline Urinary SO 3.5 kg",43.05,2019-02-01,1,36,LOW,19.2,634,44.8,101,40.95,99,false,,0,0,0
PREDNI,"Prednisolone Opthalmic 1%  10 Ml",41.6,2019-02-01,1,60,MEDIUM,73.3,15,40,4,,0,false,,0,0,0
DERMAG,"Dermagel 10 Ml Tube",7.28,2019-02-01,1,58,MEDIUM,58,50,5.58,10,7,7,false,,0,0,0
S1,"Canine Hills Rd 8.5 Lbs",34.63,2019-02-01,1,52,MEDIUM,47.1,87,33.3,23,37.47,9,false,,0,0,0
EAR1,"Ear  Cleanser Avena 250 Ml",16,2019-02-01,1,49,LOW,41.3,63,16.64,25,15,11,false,,0,0,0
PILL,"Pill Pockets Dog Beef Flavor-7.9 Oz",8.39,2019-02-01,1,45,LOW,34.4,61,8.73,11,7.3,9,false,,0,0,0
FEL4,"Feline Hills Td 1.8kg",21.51,2019-02-01,1,35,LOW,16.8,191,22.19,26,24.92,26,false,,0,0,0
002445,"CET Toothpaste sample pack - 12gm",1.5,2019-02-01,1,69,MEDIUM,92.3,13,6,1,,0,false,,0,0,0
DER,"Bitterspray 100 ml",22.98,2019-02-01,1,40,LOW,50,4,11.5,1,33.96,1,false,,0,0,0
124310,"Proin Chewable Tab 50mg - 60 tb bottle",53.72,2019-12-01,7,66,MEDIUM,55.6,9,62.76,2,58.1,1,true,59.07,1,0,0
111293,"Hills Fel d/d Venison - 8.5lbs",74,2022-03-01,4,72,MEDIUM,83.3,6,85,1,,0,false,,0,0,0
128844,"Feliway Spray 20 ml",20.56,2019-02-01,8,65,MEDIUM,42.3,26,20.58,7,17,3,false,,0,0,0
135932,"Aventi GI complete tablet",19.36,2022-11-01,3,34,LOW,25,4,30.4,1,37.76,1,true,21.36,1,0,0
132210,"PVD Canine Urinary - 7.48KG",45.59,2020-08-01,3,38,LOW,33.3,3,50.14,1,93.24,1,false,,0,0,0
NOVO,"Novo Bioclav 125mg-14tabs/Bottle",16.85,2019-02-01,1,42,LOW,50,6,31,2,19,1,false,,0,0,0
VAN,"Vanectyl-P",47,2019-02-01,1,31,LOW,8.8,148,42.36,8,41.6,7,false,,0,0,0
STAN1,"Stanhexidine 4% Skin Cleanser Small Bott",10,2019-02-01,16,77,HIGH,57.7,137,9,32,9.36,16,false,,0,0,0
VACC11,"Kennel  Cough  Vaccine (INJ -1)",35,2019-02-01,1,58,MEDIUM,58.7,322,73,32,76,26,false,,0,0,0
CANINSU,"Caninsulin 2.5 Ml Vial",21.68,2019-02-01,1,42,LOW,29.9,87,14,18,11,14,false,,0,0,0
CAN 1,"Caninsulin Syringes",8,2019-02-01,1,39,LOW,24,75,5.4,14,8.3,10,false,,0,0,0
FEL6,"Feline Hills Td 4.5kg",48.02,2019-02-01,1,44,LOW,33.2,190,49.94,56,49.54,20,false,,0,0,0
MEDI 75,"MCRC K9 Reduced Protein 385 g",38.76,2019-02-01,1,40,LOW,25.2,107,37.08,23,41.28,22,false,,0,0,0
001403,"Bandage Vetrap Medium (4 inch)",30,2019-02-01,2,77,HIGH,86.4,140,25,12,26,7,false,,0,0,0
FEL44,"Feline Hills k/d 5.5 oz (can)",60,2019-02-01,1,31,LOW,10.3,78,5,7,10.48,7,false,,0,0,0
MEDI 134,"Medi-Cal Rc Feline Mature Senior Formula",13.98,2019-02-01,1,33,LOW,17.1,35,35.04,5,39.36,4,true,6.99,1,0,0
NOS,"Nosorb  Litter",8,2020-10-01,5,81,HIGH,88.9,9,16,1,,0,false,,0,0,0
U3,"Canine Hills Healthy Advantage Puppy Lar",83.78,2019-02-01,1,39,LOW,42.9,7,87.13,3,89.32,1,false,,0,0,0
1008,"Feline Adult Fvrcp + Chlamidia Combined",30,2019-02-01,1,46,LOW,36.9,65,27,15,29,15,false,,0,0,0
M1,"Canine Hills  Ud 8.5 Lbs",36.96,2019-02-01,1,46,LOW,50,12,38.44,3,36.69,2,false,,0,0,0
240,"Medi-Cal Rc Feline Urinary S/O 3.5 Kg",40.87,2019-02-01,1,42,LOW,28.6,77,37.19,18,35.16,12,false,,0,0,0
FEL21,"Feline Hills Cd Multicare 8.5 Lbs",36.04,2019-02-01,1,41,LOW,27.4,259,39.73,55,34.65,51,false,,0,0,0
CLIN2,"Clinacin 150  Mg",44.2,2019-02-01,1,29,LOW,13,23,34.7,3,59.5,3,false,,0,0,0
FLUD,"IV Fluids For Dentistry",55,2019-02-01,1,71,MEDIUM,81.5,65,51,6,58,6,false,,0,0,0
401,"Dental Prophylaxis(Ex-Probing-C-Scaling-",425,2020-06-01,15,92,HIGH,86.7,45,212.5,4,215,1,false,,0,0,0
ACE,"Acepromazine Tab  10 Mg",15,2019-02-01,1,45,LOW,36.4,44,13.5,4,13.52,4,false,,0,0,0
NOVOPHAR,"Prazosin 1mg",17.11,2019-02-01,1,38,LOW,31.6,19,15.65,3,7.1,2,false,,0,0,0
ANEX3,"Deworming Ex (File  Travel  History  kg)",40,2024-04-01,2,79,HIGH,100,19,,0,,0,false,,0,0,0
MEDI  61,"MCRC K9 Calorie Control 3 kg",32.2,2019-02-01,1,51,MEDIUM,50,30,33.95,6,29.54,3,false,,0,0,0
THERAMED,"Viroptic 7.5 Ml",55,2019-02-01,1,67,MEDIUM,100,3,,0,,0,false,,0,0,0
5VWA,"Barium Swallow/Stomach Tube/Enema",37.5,2019-02-01,1,33,LOW,27.3,11,66,2,69,2,false,,0,0,0
ADV,"Advantage Multi 10 Green",41.1,2019-02-01,1,34,LOW,30,10,75,2,20,1,false,,0,0,0
TIMOP,"Apo-Timop 0.5%  Opth.",41,2019-02-01,1,45,LOW,50,10,26,4,27.04,1,false,,0,0,0
ANEXS,"Exam Senior",68,2019-02-01,1,39,LOW,24.2,95,67,18,70,18,false,,0,0,0
CLIN,"Clinacin 75 Mg",33,2019-02-01,1,34,LOW,14.8,81,27,10,27.56,8,false,,0,0,0
TREAT 8,"Hills Canine Treats 453 G",6.22,2019-02-01,1,36,LOW,17.7,62,6.47,8,7.04,7,false,,0,0,0
TRAMA,"Tramadol  Hcl 100 Mg",34.4,2019-02-01,1,36,LOW,20,45,45.6,6,31.2,6,false,,0,0,0
SURO,"Surolan Drops 15ml",29.9,2019-02-01,2,48,LOW,33.1,323,25,66,26.83,41,false,,0,0,0
MIR,"Mirtazepine 15 Mg",9.35,2019-02-01,1,39,LOW,23.8,80,9.09,18,2.25,9,false,,0,0,0
INTER,"Interceptor Brown 2.3 Mg Tb",7,2019-02-01,1,49,LOW,42,50,6,8,9,7,false,,0,0,0
025116,"Metacam Oral 1.5mg/Ml Bct 32ml",69.48,2019-02-01,1,46,LOW,37,46,63.7,12,65,9,false,,0,0,0
MED1N,"MCRC K9 GI Low Fat 385",41.28,2019-02-01,1,36,LOW,18.3,546,38.64,57,37.08,49,false,,0,0,0
PURINA,"Dental Chewz Purina",9,2019-02-01,1,43,LOW,39.1,23,8,7,16,4,false,,0,0,0
TOLF,"Tolfedine 20 Mg Tb",15,2019-02-01,1,41,LOW,29.5,44,10,10,9,4,false,,0,0,0
NOVA,"Novamoxin Capsules 250 Mg",10.64,2019-02-01,1,37,LOW,37.5,8,15,2,20.6,2,false,,0,0,0
CER,"Cerenia 160 Mg Tablet",10,2019-02-01,1,37,LOW,50,2,36.9,1,,0,false,,0,0,0
0021,"Dewclaw Removal Add On With Surgery",90,2019-02-01,2,42,LOW,26.7,30,125,6,80,5,false,,0,0,0
MEDI 138,"MCRC Feline Urinary SO 165G",49.92,2019-02-01,1,36,LOW,18.8,272,43.68,18,45.84,13,false,,0,0,0
PHENO 2,"Phenobarbital 100 Mg Tabs",32.2,2019-02-01,1,34,LOW,15.4,52,51.4,7,48.2,7,false,,0,0,0
ROPE,"Rope Leashes With No Ring",115,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
R,"Canine Hills Wd 27.5 Lbs",64.85,2019-02-01,1,45,LOW,46.7,15,67.44,5,66.65,2,false,,0,0,0
CATLA,"Cat Toy Large",4,2019-02-01,1,47,LOW,60,5,4.16,2,,0,false,,0,0,0
TOBRA,"Tobradex",26,2019-02-01,1,49,LOW,41.8,67,27.04,21,28.8,18,false,,0,0,0
MED,"Medi -Chews Canine 92 G",4.59,2019-02-01,1,32,LOW,10.9,55,4.87,6,4,5,false,,0,0,0
FLO,"Florentero 15 Ml",27,2019-02-01,1,34,LOW,30,10,25,2,48,2,false,,0,0,0
1203,"Omeprazole 20 mg/ml",17.55,2023-12-01,3,44,LOW,40,5,43.08,1,45.3,1,true,43.08,2,0,0
SCARS6,"Rescue Physical  Examination",35,2019-02-01,1,65,MEDIUM,71.3,940,30,194,40,57,false,,0,0,0
100078,"Apo- Cephalex 500 mg tablets",32.16,2021-01-01,6,56,MEDIUM,33.3,12,38.88,4,65.76,1,true,40.8,2,0,0
125018,"Drontal Plus 68 mg tablet",44.53,2019-04-01,2,43,LOW,42.9,7,17.51,2,31.02,2,true,31.02,1,0,0
125058,"Interceptor White 23mg",15.29,2019-03-01,2,55,MEDIUM,66.7,6,60.45,2,,0,false,,0,0,0
130958,"Veraflox 60mg Tablets",118.82,2019-02-01,3,55,MEDIUM,60,5,332.46,1,42.52,1,false,,0,0,0
133598,"Mupirocin 2% Ointment 30g (Taro)",30.56,2019-02-01,3,73,MEDIUM,88.9,9,29.1,1,,0,false,,0,0,0
117908,"Hills K9 d/d Duck 27.5lbs",109.26,2019-02-01,1,64,MEDIUM,87.5,8,101.45,1,,0,false,,0,0,0
GER,"Bloodwork - Geriatric Panel (includes T4",118,2019-02-01,1,52,MEDIUM,46.8,62,122.72,21,126,5,false,,0,0,0
SCARS2,"Rescue  Vaccination(Includes PE)",48,2019-02-01,1,44,LOW,32.2,171,18,40,20,30,false,,0,0,0
SCARS 5,"Rescue Deworming",9,2019-02-01,1,61,MEDIUM,64,100,5,12,8,6,false,,0,0,0
SCARS5,"Rescue  Microchip",12,2019-02-01,1,63,MEDIUM,68.2,176,10,22,16,19,false,,0,0,0
0029,"Rescue Feline  Neuter",89,2019-02-01,1,76,HIGH,91.7,48,110,1,40,1,false,,0,0,0
SCARS1,"Rescue Dewormer Internal + External Para",42,2019-02-01,1,35,LOW,24,25,40,5,10,4,false,,0,0,0
MEDI 133,"MCRC Feline Renal LP 85 g",30.72,2019-02-01,1,33,LOW,12.6,87,43.2,11,44.4,6,false,,0,0,0
BAY2,"Baytril 50  Mg Tb",34.5,2019-02-01,1,36,LOW,25,28,43.5,4,34.8,3,false,,0,0,0
CHEM,"Mini Chemistry (up To 3 Slides Or Rechec",46,2019-02-01,1,46,LOW,38.6,44,57,6,45,5,false,,0,0,0
0025,"Rescue  K9  Spay  15 - 20 Kg",199,2019-02-01,1,51,MEDIUM,55.6,18,188,6,160,2,false,,0,0,0
502,"Nail Trim",26,2019-02-01,1,46,LOW,37.1,353,22,89,28,79,false,,0,0,0
PREDNISO,"Prednisolone 5 Mg Tb",18.6,2019-02-01,1,35,LOW,16,81,15,9,27.6,4,false,,0,0,0
128914,"Hills K9 k/d Beef Stew - 12.5oz",12.34,2023-09-01,3,48,LOW,50,4,6.17,2,,0,true,37.5,1,0,0
111934,"Ubavet Glucosamine Liquid PLUS 950ml",67.79,2019-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,0,0
119307,"Canine Hills r/d 8.5lbs",47,2019-02-01,1,49,LOW,41.4,58,43.68,23,45.49,9,false,,0,0,0
132529,"Glandex Chews - 60",43.67,2019-02-01,5,63,MEDIUM,55.6,9,31.19,1,49.9,1,false,,0,0,0
127380,"Canine Hills d/d Venison 17.6 lbs",59.27,2019-11-01,8,48,LOW,22.2,9,82.98,2,93.98,2,false,,0,0,0
109202,"Lactulose 667mg/ml",12.27,2019-03-01,6,56,MEDIUM,37.5,8,13.2,2,12.09,1,true,13.8,1,0,0
4172466,"Amitriptyline HCL 25mg/ml",28.86,2019-02-01,1,58,MEDIUM,80,5,53.1,1,,0,false,,0,0,0
109630,"Gabapentin 100mg cap",12.3,2023-12-01,3,41,LOW,33.3,6,48,1,14,1,true,28.8,1,0,0
SUTRAM,"Tramadol 15 mg tb  (Summit)",21.24,2019-02-01,1,41,LOW,30.6,36,20.64,6,16.32,5,false,,0,0,0
CDMV,"Optimyxin Eye/Ear 10 Ml Sol",19,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
DRONTAL1,"Drontal Plus 22.7mg tablets",22,2019-02-01,1,37,LOW,20.1,349,19.5,56,24.5,52,false,,0,0,0
PANAL,"Panolog Ointment 15 Ml",20,2019-02-01,1,49,LOW,41.4,70,20.8,11,22,11,false,,0,0,0
VACCL,"Kitten Fvrcp + Leuk",18,2019-02-01,1,50,MEDIUM,43.1,51,91,13,20,4,false,,0,0,0
VACCLA,"Fel- Adult  Fvrcp + Leuk",90,2019-02-01,1,39,LOW,23.7,97,40,15,41,12,false,,0,0,0
112,"Domitor 11-20 kg",115,2019-02-01,1,51,MEDIUM,55.6,18,100,3,126,2,false,,0,0,0
PHENO 4,"Phenobarbital 30 mg Tabs",34.5,2019-02-01,1,44,LOW,36.1,36,30.1,9,45.4,3,false,,0,0,0
OPTH11,"R#18937; Atropine Isopto 1% Sol.5ml",9,2019-02-01,1,44,LOW,46.2,13,21,3,21.4,3,false,,0,0,0
CLOM5,"Clomicalm 5 Mg Tb",37.6,2019-02-01,1,47,LOW,55.6,9,36.4,2,67,1,false,,0,0,0
BM,"Faecal  Flotation",35,2019-02-01,1,40,LOW,26,246,38,57,40.5,52,true,45.2,1,0,0
FLORENTE,"Florentero  Tb",7.5,2019-02-01,1,25,LOW,20,5,29.5,1,25.75,1,false,,0,0,0
T4,"T4 - Idexx",54.63,2019-02-01,2,55,MEDIUM,47.7,44,50,11,53.04,5,false,,0,0,0
114786,"Convenia injection 80mg/ml",35.98,2019-02-01,2,32,LOW,4.9,346,39.72,16,38.39,13,false,,0,0,0
FOR,"Forbid (per package)",38.76,2019-02-01,4,49,LOW,26.7,30,36,3,9.69,3,false,,0,0,0
8516,"Revolution Dog 20.1-40 Kg (teal)",25,2019-02-01,1,47,LOW,38.1,97,48,16,24,15,false,,0,0,0
DENTALC,"Dental Chewz Purina",8,2019-02-01,1,40,LOW,25.8,93,9.83,15,8.76,9,false,,0,0,0
000790,"Epiotic  Solution Cleanser 8oz",17.2,2019-02-01,1,42,LOW,31.7,41,18.72,13,18,5,false,,0,0,0
REN,"Renal Cats  50 G",22,2019-02-01,1,33,LOW,33.3,6,22.88,2,20.8,1,false,,0,0,0
PE6,"Pediatric Canine Spay < 15 Kg",155.4,2020-09-01,3,76,HIGH,100,4,,0,,0,false,,0,0,0
GENU/A,"Bloodwork  General Pannel + U/A",128.75,2019-02-01,2,46,LOW,38.1,21,120,5,143.9,4,true,213.9,1,0,0
MEDI 137,"Medi-Cal Rc Feline Preventive Main Form",32.04,2019-02-01,1,48,LOW,66.7,3,5.8,1,,0,false,,0,0,0
PE5,"Pediatric(<5 Months) Cat  Neuter",57,2020-06-01,5,88,HIGH,87.2,39,76,3,95,2,true,76,1,0,0
KAOL,"Rx004559: Kaolin (196.1 Mg) Pectin (4.53",17,2019-02-01,1,37,LOW,50,2,28,1,,0,false,,0,0,0
MED 160,"MCRC K9 Dental 3.5 kg",31.85,2019-02-01,1,39,LOW,29,31,30.1,7,25.56,6,false,,0,0,0
0024,"Rescue  K9  Spay < 15 Kg",165,2019-02-01,1,58,MEDIUM,58.3,48,150,9,130,5,false,,0,0,0
ADV3,"Advantage Multi 55 Red (9.1-25kg)",37,2019-02-01,1,48,LOW,40,75,23.5,10,46.72,7,false,,0,0,0
UBAVET,"237 Ml Pump",21,2019-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,0,0
114,"Antisedan 1 Ml",30,2019-02-01,1,39,LOW,23.9,46,45,9,37.5,9,false,,0,0,0
M2,"Canine  Hills Ud Can 370g",37.2,2019-02-01,1,33,LOW,25,16,38.04,4,6.48,2,false,,0,0,0
MEDI 32,"MCRC K9 Reduced Protein 4.5 kg",37.26,2019-02-01,1,37,LOW,20.9,67,43.75,14,46.55,11,false,,0,0,0
UBAVE,"Uba Omega 3  (675 Mg- 120 Capsules)",20.8,2019-02-01,1,47,LOW,60,5,20,2,,0,false,,0,0,0
TREA6,"Medi-Treat  Canine 500g",7.05,2019-02-01,1,43,LOW,42.9,14,6,3,6.7,3,false,,0,0,0
STAT1,"Histopathology Histovet",155,2019-02-01,1,66,MEDIUM,73.3,45,130,3,108,3,false,,0,0,0
I1,"Canine Hills D/D Potato And Duck 27.5  L",86.6,2019-02-01,1,56,MEDIUM,60.7,28,90.06,11,,0,false,,0,0,0
121594,"Oridermyl 10g",38,2023-11-01,7,95,HIGH,100,19,,0,,0,false,,0,0,0
