treatment_code,description,list_price,confidence,tier,last_changed,months_held,charges_since_change,share_at_list_pct,alt1_price,alt1_count,alt2_price,alt2_count,uses_365d,revenue_365d
ECO 2,"Paper bag small",0.25,65,MEDIUM,2025-01-01,1,2,100,,0,,0,0,0
139330,"RC K9 Selected Protein PD - 4kg",53.3,65,MEDIUM,2022-11-01,1,2,100,,0,,0,0,0
139327,"RC K9 Select Protein RC - 3kg",40.95,65,MEDIUM,2022-11-01,1,2,100,,0,,0,0,0
137403,"Hide & Treat PB & Banana 150g",9.8,63,MEDIUM,2020-02-01,1,1,100,,0,,0,0,0
CANIN69,"Canine  Hills Gd Can 370g",4.7,30,LOW,2019-02-01,1,3,33.3,36,1,12.8,1,0,0
120509,"MCRC Fel Gastro - 2kg",41.58,75,HIGH,2021-07-01,3,4,100,,0,,0,0,0
125061,"Capstar 11.4mg",35.38,63,MEDIUM,2024-11-01,1,1,100,,0,,0,0,0
XMAS13,"Xmas Toy snow man",4,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
101363,"Bitterspray 100 ml Dermicare",10.98,38,LOW,2019-02-01,1,2,50,11.98,1,,0,0,0
123186,"MCRC K9 Hepatic 9 kg",88.56,72,MEDIUM,2019-02-01,2,4,100,,0,,0,0,0
MEDI 89,"Medi-Cal Rc Feline Kitten Development-4.",51.1,41,LOW,2019-02-01,1,4,50,47.91,1,43.75,1,0,0
MEDI 122,"Medi-Cal Rc Feline Reducing Formula -3.5",42.3,41,LOW,2019-02-01,1,4,50,43.68,2,,0,0,0
DENTA,"Dentalcare Gel",8.32,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
009613,"Ampicillin Na Inj 500mg Gnr",20.8,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
NOVO F,"Novo-Famotidine  20 Mg Tb.",20.9,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
126476,"Ethilon 3-0 suture 663H 36's",3.45,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
125447,"Novo-Cephalexin tabs 250 mg TEVA",24.88,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
122542,"K9 MCRC VCN Adult (in clinic) 15 kg",51.08,63,MEDIUM,2020-11-01,1,1,100,,0,,0,0,0
120837,"OMEGA PRO 3 Liquid 1gal",145.02,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
CLOT30,"Clotrimazole/Deamethasone 1% 30 ml Otic",25.8,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
CDMV,"Optimyxin Eye/Ear 10 Ml Sol",19,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
024708,"Denosyl Tab 225mg Chewable/Tb",83,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
NOVAMO,"Novamoxin 250mg/5 Ml   150 Ml Bottle",20,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
GWCPS,"Gateway Custom Print Charm Paw Silver",315,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
GWSCG,"Gateway Snake Chain Gold 20""",210,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
GWSCS,"Gateway Snake Chain Silver 20""",210,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
128731,"MCRC K9 Satiety Support 385g",71.28,75,HIGH,2023-08-01,3,4,100,,0,,0,0,0
OPTH3,"Tobrex 0.3% Ointment",36.42,69,MEDIUM,2019-02-01,1,4,100,,0,,0,0,0
GWPPU,"Gateway Pawprint Urn",255,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
GWLPN,"Gateway Lasting Paws Natural",185,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
125412,"Ampicillin 500mg",14,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
123309,"Hills K9 i/d Low Fat - 17.6lbs",2434.08,63,MEDIUM,2024-12-01,1,1,100,,0,,0,0,0
T615,"Canine/feline Heartworm Antigen - Idexx",18.21,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MEDI  54,"Medi-Cal Rc  Fibre Formula 3.5 Kg",35.5,55,MEDIUM,2019-02-01,1,4,75,71,1,,0,0,0
MEDI 24,"Medi-Cal Canine Rc Skin Support 4 Kg",39.52,49,LOW,2019-02-01,1,3,66.7,35.97,1,,0,0,0
GER 3,"Geriatric Panel With  Ua",105,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
1006,"Giardia  Combined",15,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MEDI 142,"Medi-Cal Rc Feline Calorie Control Cc Ca",34.08,67,MEDIUM,2019-02-01,1,3,100,,0,,0,0,0
MEDI 153,"Medi-Cal Rc Feline Calorie Control 1.5 K",17.13,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MEDI  65,"Medi-Cal Rc  Vet Diet Satiety Support 4",31.73,69,MEDIUM,2019-02-01,1,4,100,,0,,0,0,0
MEDI3,"Medi-Cal Canine Dental Formula 8kg",48.15,72,MEDIUM,2019-02-01,1,8,100,,0,,0,0,0
O1,"Canine Hills Jd 4.5kg",38.12,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
T620,"Heartworm  Microfilarie By Filter",72.9,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
130543,"Rayne K9 Kangaroo Dia. 400g",45.81,65,MEDIUM,2019-06-01,1,2,100,,0,,0,0,0
122032,"Aurion Superfood Multi Supplement 400g",41.97,70,MEDIUM,2019-02-01,1,5,100,,0,,0,0,0
133005,"Greenie Fel Treat Tuna 12oz Tub",7.29,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
THERA 1,"Thera-Bites Liver Bites - 45's- 6.35 oz",26.96,63,MEDIUM,2019-10-01,1,1,100,,0,,0,0,0
124569,"Sentry Fel Calming Collar 3pkg",31.5,49,LOW,2019-02-01,1,3,66.7,39.38,1,,0,0,0
GPTUFS,"General Panel with T4  UA& FPL",295.9,63,MEDIUM,2024-05-01,1,1,100,,0,,0,0,0
NAILTR,"Nail Trimmer Cats",8.9,63,MEDIUM,2024-05-01,1,1,100,,0,,0,0,0
101640,"KMR Kitten Milk Replacer - 325ml",21.3,63,MEDIUM,2024-06-01,1,1,100,,0,,0,0,0
000,"Histopathlology with FVS",293,72,MEDIUM,2024-02-01,2,4,100,,0,,0,0,0
002,"Cholecentesis to idexx",130,72,MEDIUM,2024-02-01,2,4,100,,0,,0,0,0
140701,"RC K9 Hypo HP - 8kg",134.4,63,MEDIUM,2024-06-01,1,1,100,,0,,0,0,0
142834,"Apoquel Chewable tablets 3.6mg",207.35,63,MEDIUM,2024-06-01,1,1,100,,0,,0,0,0
15,"40% discount services",92,63,MEDIUM,2024-06-01,1,1,100,,0,,0,0,0
1372861,"K9 Hills adult small bites 15 lbs",78.47,67,MEDIUM,2024-10-01,1,3,100,,0,,0,0,0
129808,"Malacetic wet wipes 100 count",78.76,55,MEDIUM,2024-04-01,1,4,75,46.7,1,,0,0,0
0527,"Sedation IM Exotic",65,65,MEDIUM,2022-06-01,1,2,100,,0,,0,0,0
133443,"DECLINED: Metoclopramide 5mg",14.24,63,MEDIUM,2020-07-01,1,1,100,,0,,0,0,0
CN1,"Canine  Neuter < 25 Kg",230,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
METHH,"Methimazole 5 mg/ml 30 mls",35,70,MEDIUM,2022-06-01,2,3,100,,0,,0,0,0
MEDI 8,"Medi-Cal Canine Gastro 2kg",14.6,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
DECL5,"Feline  Spay And Declaw  Front  Paws",328,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
ECLIPS,"Fvrcp + Chlamidia Combined",24,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
AARCS25,"AARCS K9 Neuter 15-25kg",80,72,MEDIUM,2019-02-01,1,7,100,,0,,0,0,0
ALU,"Aluminium acetate/hydrocortisone 2/1%",12.17,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
125404,"Novamoxin caps 500mg",24,63,MEDIUM,2022-10-01,1,1,100,,0,,0,0,0
FHO,"femoral head ostectomy (1 leg)",720,63,MEDIUM,2022-10-01,1,1,100,,0,,0,0,0
125764,"Sodium Chloride 0.9% 1000 ml",9,63,MEDIUM,2022-10-01,1,1,100,,0,,0,0,0
128201,"FEL Pro plan adult salmon & rice 85gr",27.82,63,MEDIUM,2022-11-01,1,1,100,,0,,0,0,0
113603,"Aoe Odor Eliminator 8oz",10.05,63,MEDIUM,2024-03-01,1,1,100,,0,,0,0,0
GPBFW,"General Panel w Cardiopet pro BNP fel",255.9,63,MEDIUM,2024-03-01,1,1,100,,0,,0,0,0
133690,"PVD K9 EN Low Fat - 14.5kg",186.03,63,MEDIUM,2024-03-01,1,1,100,,0,,0,0,0
141274,"Metoclopramide 5mg",13.6,63,MEDIUM,2024-04-01,1,1,100,,0,,0,0,0
129657,"NEXGARD Red (27.3-54.5kg)",73.53,65,MEDIUM,2020-01-01,1,2,100,,0,,0,0,0
CARE,"CarePoint insulin U100 0.5cc 29g",31,76,HIGH,2022-05-01,2,8,100,,0,,0,0,0
DECL4,"Feline Neuter And Declaw",295,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
TRAM,"Tramadol 200 Mg",3.4,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
SA570,"Urine Profile (antech)",20,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
129000,"RC CAT COLLAR MEOWSTACHE",6.38,63,MEDIUM,2023-07-01,1,1,100,,0,,0,0,0
136814,"Canine RC pill assist small dog 90gm",11.29,63,MEDIUM,2023-10-01,1,1,100,,0,,0,0,0
133612,"K9 Sci Diet Senior Small breed - 4.5lb",19.46,63,MEDIUM,2020-01-01,1,1,100,,0,,0,0,0
134629,"Naloxone Inj. 0.4mg/ml",38.6,63,MEDIUM,2024-01-01,1,1,100,,0,,0,0,0
141295,"RC Cat Collar Breakaway - Catitude",6.38,63,MEDIUM,2022-10-01,1,1,100,,0,,0,0,0
129201,"PIRATE COLLAR",6.38,63,MEDIUM,2022-10-01,1,1,100,,0,,0,0,0
136720,"RC Cat Collar Breakaway - Doodle Cats",6.38,63,MEDIUM,2022-10-01,1,1,100,,0,,0,0,0
97007553,"Aluminium acetate/hydrocortisone0.5/1%",15.6,30,LOW,2019-02-01,1,3,33.3,17.4,1,42,1,0,0
125616,"Ivomec (Ivermectine 10 mg/ml)",68.4,49,LOW,2019-02-01,1,3,66.7,34.01,1,,0,0,0
PRED2,"Prednisone 1mg tablets",22.5,38,LOW,2019-02-01,1,2,50,16.5,1,,0,0,0
SDOXY,"Doxycycline 100mg/ml (Summit)",33,49,LOW,2019-02-01,1,3,66.7,35.2,1,,0,0,0
9754,"UPC + UA",90,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
142122,"Hills fel ONC care w chicken 7lb",80,65,MEDIUM,2024-06-01,1,2,100,,0,,0,0,0
13855,"Atropine 0.5mg/ml inj",29.2,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
PREDSUM,"Prednisone 5mg/mL- 30mls",33.31,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
OX1,"Oxbow Critical Care 20 Ml",4,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
00111,"Culture and sensitivity to IDEXX",187.2,63,MEDIUM,2024-04-01,1,1,100,,0,,0,0,0
135606,"RC Fel Satiety 2.9 oz.",35.54,65,MEDIUM,2024-04-01,1,2,100,,0,,0,0,0
S4,"Canine Hills Rd With Chicken 8.5 Lbs",34.63,40,LOW,2019-02-01,1,7,42.9,31.85,2,37.47,2,0,0
CERE 1,"Cerenia  tablets  16 Mg",12,38,LOW,2019-02-01,1,2,50,6.5,1,,0,0,0
METRON,"Metronidazole 500 Mg Capsule",33,69,MEDIUM,2019-02-01,1,4,100,,0,,0,0,0
CYTOA,"Cytopathology Antech- First Tissue",100,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MED 150,"Medi-Cal Rc Canine Gastro 9 Kg",55.9,52,MEDIUM,2019-02-01,1,10,60,58.88,4,,0,0,0
NOVA2,"Novamoxin Susp 250mg/5ml-100ml",11.79,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MEDI 41,"Medi-Cal Canine Preventive 8 Kg",34.98,45,LOW,2019-02-01,1,8,50,37,2,39.91,1,0,0
TETRACYC,"Tetracycline 125 Mg Capsule (compounding",10,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
FEL19,"Feline Hills Gd 1.8 Kg",21.36,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
DERMAGS,"Derma Gel Spray 50 Ml",28.5,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
DUV,"BETHANECHOL 10 MG ( Duvoid)",23.25,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
UBAVETP,"Ubavet Omega 3 Fatty Acids 237 Ml Wpump",19.5,38,LOW,2019-02-01,1,2,50,47.76,1,,0,0,0
314,"Cremation Private  Oak Urn",214,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
031408,"Vettest Nsaid Panel IDx",38.58,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
SNAPHWTE,"Snap Heartworm 4 DX IDexx",59,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
PET 2,"PETRAYS (60 MINUTES REPORT)",40,63,MEDIUM,2019-04-01,1,1,100,,0,,0,0,0
K1VIT1,"Rx002150: Vitamine K1  Suspension 2 Mg",50,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
ACEPROM,"Acepromazine Malate 5mg/ml",15,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
920382,"DECLINED: Kruuse K9 knee Protector XS Le",59.48,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
125406,"Amoxicillin susp 25mg/ml - Teva",15,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
DENAS,"DENAMARIN  CHEW 30 TB (225 MG  S-ADENOS)",75,64,MEDIUM,2019-02-01,1,7,85.7,140,1,,0,0,0
GERIUF,"Geriatric Panel ( Amy  Lip  Chol  T4 U/A",123.6,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
007194,"Furosemide Inj",35,49,LOW,2019-02-01,1,3,66.7,8.5,1,,0,0,0
MEDI 123,"Medi-Cal RC Feline Reducing Formula -8 K",88.49,41,LOW,2019-02-01,1,4,50,84.06,1,84.28,1,0,0
KAOL,"Kaolin (196.1 mg) Pectin (4.53 mg)  100",28,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
021718,"Diet Pur Fel PVD Diabetes Management 6 L",56.6,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
117,"Epidural  Anaesthetic",90,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
LIMEP,"LIMEPLUS DIP 250 ML (CONCENTRATED 97.8%)",30,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
110,"FLUOXETINE 10 MG/ML 30 MLS BTL",43.33,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
PE9,"Pediatric(<5 Months) Canine Spay  > 35 K",395,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
METO S,"Metoclopramide 10 mg/ml summit",12.05,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
PRECRE11,"Private Cremation w/ Urn <1kg",175,69,MEDIUM,2019-02-01,2,2,100,,0,,0,0,0
105033,"Enzadent Dual Ended Toothbrush - each",4.8,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
03-12-21,"Pregabalin 20 mg/ml  chicken",32,52,MEDIUM,2021-03-01,2,3,66.7,192,1,,0,0,0
GLAND,"Glandex Powder 5.5 oz",56.25,65,MEDIUM,2021-04-01,1,2,100,,0,,0,0,0
128418,"Aloe & Oatmeal Shamp & Cond Combo PKG",19.39,63,MEDIUM,2021-04-01,1,1,100,,0,,0,0,0
141270,"Simparica TRIO 2.6-5 Kg",66,65,MEDIUM,2021-06-01,1,2,100,,0,,0,0,0
139600,"Canine Rayne Rabbit w/ Quinoa 3Kg",55.66,70,MEDIUM,2021-05-01,1,5,100,,0,,0,0,0
132074,"Canine Rabbit Treats 200mg",29.15,63,MEDIUM,2021-05-01,1,1,100,,0,,0,0,0
110066,"Oxbow Adult Guinea Pig Tim Pellets",35.12,72,MEDIUM,2021-04-01,2,4,100,,0,,0,0,0
107744,"MCRC Fel VR sensitivty 165g",58.8,63,MEDIUM,2021-07-01,1,1,100,,0,,0,0,0
1285,"Dermoscent sebo shampoo",13.99,63,MEDIUM,2021-04-01,1,1,100,,0,,0,0,0
111587,"CET Hextra Dog Chews Large 30 Pkg",15.5,63,MEDIUM,2021-05-01,1,1,100,,0,,0,0,0
127804,"Fluoxetine 10mg capsule",42,72,MEDIUM,2021-03-01,2,4,100,,0,,0,0,0
124221,"Aventiclav 375 mg",84.8,63,MEDIUM,2022-09-01,1,1,100,,0,,0,0,0
115138,"MCRC K9 Satiety Support 8kg",99.99,63,MEDIUM,2021-05-01,1,1,100,,0,,0,0,0
140694,"RC Fel Urinary SO Mod Cal - 8kg",138,63,MEDIUM,2023-09-01,1,1,100,,0,,0,0,0
142322,"Zylkene Plus caps 450 mg 30's",69.75,65,MEDIUM,2024-08-01,1,2,100,,0,,0,0,0
CHET,"Cherry Eye - one eye tack",365,63,MEDIUM,2023-10-01,1,1,100,,0,,0,0,0
103856,"epiclor epinephrine-50ml",12.48,63,MEDIUM,2023-10-01,1,1,100,,0,,0,0,0
EUTH,"Euthanyl 240mg/ml",31.96,65,MEDIUM,2023-10-01,1,2,100,,0,,0,0,0
6916760,"Tacrolimus/Cyclosporin Oil 0.02/2%",67,91,HIGH,2023-04-01,7,12,100,,0,,0,0,0
123299,"Cat Litter Wundercat Clay Clum 20kg",15.63,63,MEDIUM,2023-10-01,1,1,100,,0,,0,0,0
139868,"Fel Hills C/D Stress w/ocean fish 17.6lb",107.67,63,MEDIUM,2024-01-01,1,1,100,,0,,0,0,0
SURG,"Amputation Of Infected Tail",60,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
FTP,"THYROID PANEL FELINE TO IDEXX",228.3,63,MEDIUM,2023-12-01,1,1,100,,0,,0,0,0
117284,"Pvd canine OM 14.5 kg",180.04,63,MEDIUM,2023-12-01,1,1,100,,0,,0,0,0
409,"Dental  Probing",25,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
SABEX,"Antiemetic Injection",63,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
OPTIM,"Optimyxin Eye/Ear 10 Ml Sol",19,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
CERE1,"Cerenia 24 Mg Tablet",17,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
DEXT,"Dextrose  50%",34,63,MEDIUM,2021-02-01,1,1,100,,0,,0,0,0
PREDNIS,"Prednisolone Opthalmic 0.12 %    10 Ml",31.2,52,MEDIUM,2019-02-01,1,6,66.7,30.38,1,30,1,0,0
OTOS,"Otoscopic/Osurnia Recheck Exam",30,62,MEDIUM,2019-02-01,1,6,83.3,60,1,,0,0,0
140812,"Catit Pixi Fountain - Mint Green",42,63,MEDIUM,2023-07-01,1,1,100,,0,,0,0,0
126125,"Vetbond Tissue Adhesive 3mL",30,63,MEDIUM,2023-02-01,1,1,100,,0,,0,0,0
SANDOZ,"Azythromycin 100mg/5 Ml(300 Mg)",30.04,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
KET,"Ketamine 100 MG/ML(Vetalar) price for ml",30.18,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
141275,"Simparica TRIO Purple 2.6-5 Kg",75.52,38,LOW,2022-04-01,1,2,50,30.34,1,,0,0,0
12935867,"Novo- Hydroxizine 50 mg cap [teva]",30.4,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
PAT1,"Patient exam",30.4,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
SEDCTR,"Sedation Per KG  Cep/Torb/Rev",30.53,26,LOW,2019-02-01,1,5,20,34.76,1,38.21,1,0,0
CANIN75,"Canine  Hills RD Can 350G",30.6,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
L1,"8.5 Lb Not In System",30.84,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
VETM,"Vetmedin 2.5 Mg Tb",31,26,LOW,2019-02-01,1,5,20,32.12,1,34.2,1,0,0
123013,"Collar Comfy Cone Lrg - 25cm",31.33,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
137562,"Pet Smile Pet Toothpaste Chicken 4.5 oz",31.61,63,MEDIUM,2021-06-01,1,1,100,,0,,0,0,0
MEDI  66,"Medi-Cal Rc  Vet Diet Satiety Support 4",31.73,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
135822,"Hills Fel k/d Early Support Chk -  1.8kg",39.69,63,MEDIUM,2021-08-01,1,1,100,,0,,0,0,0
126769,"Bactroban 2% Ointment15 g",32,72,MEDIUM,2019-02-01,1,7,100,,0,,0,0,0
128042,"hills healthy adult canned",32.04,38,LOW,2020-12-01,1,2,50,45,1,,0,0,0
122546,"MCRC K9 Dental SD - 4kg",46.96,79,HIGH,2021-06-01,4,4,100,,0,,0,0,0
116458,"OMEGA Pro 3 softgels  LRG BRD 250's",32.1,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
NOVO 5,"TEVA CEPHALEXIN susp 250 mg/5ml-100 ml",32.18,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
137156,"Apo Latanoprost opth sol 50mcg/ml",32.34,63,MEDIUM,2021-07-01,1,1,100,,0,,0,0,0
0318,"Teva Hydrochlorothiazide 25 mg/tb",32.4,63,MEDIUM,2021-03-01,1,1,100,,0,,0,0,0
124836,"Hilary's CATS -Comp & Balanced Cookbook",32.42,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
125761,"Normosol R 1000ml",32.64,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
115434,"Heartgard Plus Chew 11-22 kg (Green)",32.64,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
132100-1,"APOQUEL 5.4mg per Tablet",32.67,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
125258,"Dexafer 100 inj",32.67,63,MEDIUM,2021-06-01,1,1,100,,0,,0,0,0
PIO,"Piroxicam 1.5mg/ml 60 mls bottle",33,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MED1H,"Med K9 Gastro Intestinal Moderate Calori",33.28,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
137258,"Bully sticks 12 inch 6pk",33.31,63,MEDIUM,2020-11-01,1,1,100,,0,,0,0,0
J6,"Canine Hills  Td  11.3 Kg(prof Pack)",33.33,55,MEDIUM,2019-02-01,1,4,75,38.52,1,,0,0,0
920008,"Buster clic Clear 40 cm",33.4,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
137101,"Thyro Tab 0.2mg",33.6,69,MEDIUM,2023-07-01,2,2,100,,0,,0,0,0
125482,"Sucralate 1g Tablet [TEVA]",38.04,38,LOW,2022-06-01,1,2,50,67.8,1,,0,0,0
116250,"Catit Drinking Fountain Filters - 3pk",33.75,63,MEDIUM,2022-11-01,1,1,100,,0,,0,0,0
90900921,"Potassium Bromide 250mg/ml (Summit)",34.1,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
137783,"Galliprant 60 mg TAB",78.6,63,MEDIUM,2021-04-01,1,1,100,,0,,0,0,0
137782,"Galliprant 20mg TAB",34.2,63,MEDIUM,2021-05-01,1,1,100,,0,,0,0,0
139693,"Douxo Calm Shampoo 500 mls",71.32,63,MEDIUM,2024-11-01,1,1,100,,0,,0,0,0
131711,"DECLINED: Hills Fel Metabolic Fish 4lbs",34.99,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
113810,"PARVO VX",35,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
K9PARVO,"Canine Parvovirus",35,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
PUPPY1,"Puppy 1 - 1st Da2ppv",35,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MEDI100,"MCRC K9 Skin Care 4 kg",35,49,LOW,2019-02-01,1,3,66.7,37.45,1,,0,0,0
133295,"K9 Leptovax 1 Year",35,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
INTRA,"Kennel Cough Intranasal vaccine 1 year",35,65,MEDIUM,2019-02-01,1,2,100,,0,,0,0,0
134745,"FEL Sci Dirt Youthful chick & Veg",35.04,63,MEDIUM,2020-10-01,1,1,100,,0,,0,0,0
137222,"Credelio 11-22kg Green tabs",35.12,63,MEDIUM,2019-05-01,1,1,100,,0,,0,0,0
132209,"K9 PVD UR  2.72kg",35.4,63,MEDIUM,2025-03-01,1,1,100,,0,,0,0,0
MEDI 139,"Medi-Cal Rc Feline Weight Control 170g",35.52,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
136049,"Hills K9 Healthy Adv Adult SB 12lb",35.53,63,MEDIUM,2022-04-01,1,1,100,,0,,0,0,0
128035,"Hills K9 H.A  Adult SB 12lb",35.53,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
116245,"Littler pan hooded",35.64,63,MEDIUM,2021-03-01,1,1,100,,0,,0,0,0
127897,"Onsior for Dogs 40mg",35.64,38,LOW,2019-11-01,1,2,50,43.52,1,,0,0,0
PVD3,"PVD Feline DM 2.72 kg",36.96,49,LOW,2019-02-01,1,3,66.7,35.88,1,,0,0,0
T4SDMA,"Total T4/SDMA Combo",35.9,78,HIGH,2019-05-01,2,12,100,,0,,0,0,0
124837,"Hilary's Blend Supplement for Cats 250g",35.96,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
DERAM,"Deramaxx  75  Mg Tb",36.01,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
127290,"OXBOW Western Timothy Hay 90oz",36.42,63,MEDIUM,2021-06-01,1,1,100,,0,,0,0,0
CLODA,"Clotrimazole / Dexamethasone 1/0.1% otic",36.6,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
ENAL,"Apo-Enalapril 5 Mg Tabl",63.7,48,LOW,2019-02-01,1,5,60,60.95,1,36.75,1,0,0
CLINI 1,"Clinicare Rf Feline Liquid Diet  237 Ml",37.5,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
FEL32,"Feline Hills Wd With Chicken 8.5 Lb",37.63,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
127039,"Glycopyrrolate 0.2mg/ml",37.94,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
E-COL3B,"E-Collar # 35",38,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
120931,"PVD FEL NF (Kidney) 2.72kg",38.11,80,HIGH,2019-02-01,4,5,100,,0,,0,0,0
PENTO,"Apo-Pentoxilylline Sr 400 Mg Tb",38.2,38,LOW,2019-02-01,1,2,50,78.6,1,,0,0,0
FEL9,"Feline Hills Id 4.54kg(prof Pack)",38.35,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
MED1C2,"MCRC Fel GI High Energy - 4kg",38.75,63,MEDIUM,2020-11-01,1,1,100,,0,,0,0,0
HILA,"Hilary'S Blend Supplement For Home Made",38.94,63,MEDIUM,2019-02-01,1,1,100,,0,,0,0,0
128008,"Ratio  Aclavulanate 125 F",39,69,MEDIUM,2019-02-01,1,4,100,,0,,0,0,0
118199,"Treat Purebites k9 ocean white fish 198g",39,63,MEDIUM,2021-07-01,1,1,100,,0,,0,0,0
